收款编号,发票编号,收款日期,收款金额
S01339,F001035,2018/4/23,8306.2
S01340,F001036,2018/7/18,3370.38
S01341,F001037,2018/4/23,3295.2000000000003
S01342,F001038,2018/4/27,2860.5375
S01343,F001038,2018/6/10,3225.7125
S01344,F001039,2018/4/26,5274.23
S01345,F001040,2018/4/7,11796.84
S01346,F001041,2018/4/15,4326.6
S01347,F001042,2018/4/8,3177.76
S01348,F001043,2018/4/18,10424.184
S01349,F001043,2018/5/30,1719.9903600000002
S01350,F001043,2018/7/30,886.0556400000005
S01351,F001044,2018/5/6,8545.72
S01352,F001045,2018/5/4,4047.04
S01353,F001046,2018/11/30,6456.0
S01354,F001047,2018/4/13,4316.0
S01355,F001048,2018/10/7,2900.5
S01356,F001049,2018/10/3,445.55300000000005
S01357,F001049,2018/12/4,4009.9770000000008
S01358,F001050,2018/7/14,1724.1924
S01359,F001050,2018/8/9,3546.91008
S01360,F001050,2018/9/23,886.7275200000004
S01361,F001051,2018/6/5,2105.598
S01362,F001051,2018/7/11,8422.392
S01363,F001052,2018/4/18,2999.78
S01364,F001053,2018/10/27,789.8965
S01365,F001053,2018/11/17,3367.4535000000005
S01366,F001054,2018/4/14,2798.51
S01367,F001055,2018/11/20,5813.64
S01368,F001056,2018/6/11,4324.58
S01369,F001057,2018/6/12,3997.5
S01370,F001058,2018/4/26,4711.0
S01371,F001059,2018/4/28,12413.8
S01372,F001060,2018/5/22,8972.34
S01373,F001061,2018/6/4,3534.7000000000003
S01374,F001062,2018/4/17,4311.6444
S01375,F001062,2018/5/25,1414.094388
S01376,F001062,2018/8/1,523.0212119999997
S01377,F001063,2018/4/20,2702.481
S01378,F001063,2018/6/2,6616.419
S01379,F001064,2018/5/19,8299.2
S01380,F001065,2018/4/23,9714.88
S01381,F001066,2018/4/16,3685.52
S01382,F001067,2018/4/30,5971.14
S01383,F001068,2019/1/17,5445.5
S01384,F001069,2018/4/22,2556.4280000000003
S01385,F001069,2018/6/12,4747.652
S01386,F001070,2018/12/2,5470.29
S01387,F001071,2018/12/3,11569.6
S01388,F001072,2018/4/25,4783.44
S01389,F001073,2018/8/14,8253.25
S01390,F001074,2018/11/16,5477.28
S01391,F001075,2018/4/25,2383.4536000000003
S01392,F001075,2018/7/8,1051.795008
S01393,F001075,2018/8/27,409.0313919999999
S01394,F001076,2018/12/24,5007.52
S01395,F001077,2018/5/4,4507.992
S01396,F001077,2018/7/5,4242.52136
S01397,F001077,2018/9/20,1267.2466399999994
S01398,F001078,2018/4/13,5791.17
S01399,F001079,2018/9/16,4806.9
S01400,F001080,2018/4/7,4874.45
S01401,F001081,2018/8/30,3945.36
S01402,F001082,2018/12/23,8778.6
S01403,F001083,2018/4/22,4412.34
S01404,F001084,2018/6/15,10702.72
S01405,F001085,2018/5/11,3207.9600000000005
S01406,F001086,2018/5/30,6987.240000000001
S01407,F001087,2018/4/5,8167.040000000002
S01408,F001088,2018/9/18,9311.05
S01409,F001089,2018/4/13,6894.3
S01410,F001090,2018/5/23,6691.4400000000005
S01411,F001091,2018/5/24,6399.2
S01412,F001092,2018/6/21,11913.88
S01413,F001093,2018/10/5,2274.25
S01414,F001094,2018/4/24,5991.72
S01415,F001095,2018/6/27,5587.820000000001
S01416,F001096,2018/8/27,11843.0
S01417,F001097,2018/6/4,836.0219999999998
S01418,F001097,2018/7/31,6764.178
S01419,F001098,2018/4/17,6478.56
S01420,F001099,2018/5/14,5636.44
S01421,F001100,2018/4/30,5335.44
S01422,F001101,2018/5/31,6067.52
S01423,F001102,2018/6/18,3749.62
S01424,F001103,2018/4/6,1209.3725
S01425,F001103,2018/5/14,2960.8775
S01426,F001104,2018/4/21,3050.712
S01427,F001104,2018/7/9,2611.99056
S01428,F001104,2018/9/5,1600.8974400000006
S01429,F001105,2018/4/9,4466.206
S01430,F001105,2018/5/26,1513.2556800000002
S01431,F001105,2018/6/21,588.4883200000004
S01432,F001106,2018/6/23,5328.54
S01433,F001107,2018/4/26,8298.84
S01434,F001108,2018/4/17,10947.52
S01435,F001109,2018/6/1,4835.31
S01436,F001110,2018/4/21,3777.28
S01437,F001111,2018/4/18,868.62
S01438,F001111,2018/5/27,2605.86
S01439,F001112,2018/9/8,2944.3320000000003
S01440,F001112,2018/11/11,2178.22836
S01441,F001112,2019/1/19,650.6396400000003
S01442,F001113,2018/10/9,7696.99
S01443,F001114,2018/4/3,11358.1
S01444,F001115,2018/10/12,3446.9064000000003
S01445,F001115,2018/11/28,1820.4772320000004
S01446,F001115,2018/12/31,1115.7763679999998
S01447,F001116,2018/4/12,3489.6400000000003
S01448,F001117,2018/4/14,4981.3582
S01449,F001117,2018/6/8,3461.6218
S01450,F001118,2018/6/5,7049.52
S01451,F001119,2018/5/27,2363.592
S01452,F001119,2018/7/28,1469.72448
S01453,F001119,2018/8/22,464.1235200000001
S01454,F001120,2018/4/13,2481.0
S01455,F001121,2018/4/13,3631.47
S01456,F001122,2018/4/15,4344.620000000001
S01457,F001123,2018/6/4,4860.96
S01458,F001124,2018/5/4,3387.3
S01459,F001125,2018/4/10,5850.240000000001
S01460,F001126,2018/6/13,9159.75
S01461,F001127,2018/4/15,6852.700000000001
S01462,F001128,2018/5/24,4792.5380000000005
S01463,F001128,2018/7/20,2937.362
S01464,F001129,2018/10/9,7897.749999999998
S01465,F001130,2018/11/25,6414.87
S01466,F001131,2018/5/10,4725.54
S01467,F001132,2018/5/30,7244.51
S01468,F001133,2019/3/8,2316.86
S01469,F001134,2018/5/12,6080.55
S01470,F001135,2018/5/16,8590.56
S01471,F001136,2018/5/13,5421.76
S01472,F001137,2018/5/18,8989.2
S01473,F001138,2019/1/19,14987.28
S01474,F001139,2018/10/1,2980.8
S01475,F001140,2018/10/6,6154.8
S01476,F001141,2018/8/9,4255.03
S01477,F001142,2018/5/23,2173.7634000000003
S01478,F001142,2018/7/17,3546.6666
S01479,F001143,2019/1/5,5591.88
S01480,F001144,2018/5/26,1004.9942
S01481,F001144,2018/8/13,6173.535800000001
S01482,F001145,2018/5/21,8034.5999999999985
S01483,F001146,2018/5/14,8903.0
S01484,F001147,2018/11/10,5076.945
S01485,F001147,2019/1/5,6205.155000000001
S01486,F001148,2018/7/7,3149.76
S01487,F001149,2018/6/28,8638.800000000001
S01488,F001150,2018/8/28,9953.79
S01489,F001151,2018/6/26,10995.320000000002
S01490,F001152,2018/9/5,2549.9
S01491,F001153,2018/7/14,4129.92
S01492,F001154,2018/6/8,2313.84
S01493,F001155,2018/5/16,4653.6
S01494,F001156,2018/6/14,7443.54
S01495,F001157,2018/6/11,11080.8
S01496,F001158,2018/5/24,4099.1
S01497,F001159,2018/5/22,2843.145
S01498,F001159,2018/8/1,3337.605
S01499,F001160,2018/8/3,3989.37
S01500,F001161,2018/6/27,4803.18
S01501,F001162,2018/6/3,2157.2796
S01502,F001162,2018/6/25,8115.4804
S01503,F001163,2018/6/27,2460.535
S01504,F001163,2018/8/2,1485.3597
S01505,F001163,2018/9/30,1075.6053000000002
S01506,F001164,2019/1/30,2673.858
S01507,F001164,2019/4/5,3745.83198
S01508,F001164,2019/6/8,1682.9100200000005
S01509,F001165,2018/6/1,7271.1244
S01510,F001165,2018/8/14,3421.7056
S01511,F001166,2018/11/16,12385.61
S01512,F001167,2019/2/20,14072.4
S01513,F001168,2018/10/18,3500.37
S01514,F001169,2018/11/3,6301.05
S01515,F001170,2018/8/20,11954.91
S01516,F001171,2018/6/13,11115.28
S01517,F001172,2019/1/3,6481.209
S01518,F001172,2019/2/15,3242.8015200000004
S01519,F001172,2019/4/28,1261.0894800000003
S01520,F001173,2018/9/30,8542.36
S01521,F001174,2018/8/20,4758.16
S01522,F001175,2018/5/23,1208.9855999999995
S01523,F001175,2018/7/26,329.98195200000004
S01524,F001175,2018/9/29,238.952448
S01525,F001176,2018/5/21,4626.0618
S01526,F001176,2018/6/20,1303.7675580000002
S01527,F001176,2018/8/5,585.750642
S01528,F001177,2018/6/11,7303.2
S01529,F001178,2018/9/19,5370.54
S01530,F001179,2018/12/12,1762.08
S01531,F001180,2018/12/29,5178.6
S01532,F001181,2018/6/17,10770.76
S01533,F001182,2018/5/18,4504.8
S01534,F001183,2018/9/17,4622.1
S01535,F001184,2018/8/17,2722.027
S01536,F001184,2018/10/14,898.26891
S01537,F001184,2018/12/14,268.31408999999985
S01538,F001185,2018/9/21,6703.74
S01539,F001186,2018/5/6,4237.19
S01540,F001187,2019/2/3,3997.9
S01541,F001188,2018/10/29,7266.82
S01542,F001189,2018/5/17,5047.38
S01543,F001190,2018/6/11,5849.76
S01544,F001191,2018/8/9,3192.57
S01545,F001192,2018/10/1,6673.8
S01546,F001193,2018/6/27,9008.28
S01547,F001194,2018/5/22,1944.14
S01548,F001195,2018/6/6,3636.8352
S01549,F001195,2018/7/19,3073.1257440000004
S01550,F001195,2018/9/6,866.7790560000003
S01551,F001196,2018/6/19,5151.900000000001
S01552,F001197,2018/6/5,5952.93
S01553,F001198,2018/9/4,9646.56
S01554,F001199,2018/10/12,7972.0
S01555,F001200,2018/7/4,4863.81
S01556,F001201,2018/9/26,4526.08
S01557,F001202,2018/8/6,3678.0
S01558,F001203,2018/5/12,2156.5323000000003
S01559,F001203,2018/6/24,845.966004
S01560,F001203,2018/8/6,780.8916960000001
S01561,F001204,2018/5/30,3202.35
S01562,F001205,2018/10/22,7918.16
S01563,F001206,2018/10/3,2724.15
S01564,F001207,2018/7/12,5138.91
S01565,F001208,2018/6/20,12682.41
S01566,F001209,2018/12/15,2739.69
S01567,F001209,2019/1/19,3506.8031999999994
S01568,F001209,2019/3/7,1363.756800000001
S01569,F001210,2018/5/20,331.00200000000007
S01570,F001210,2018/7/21,1245.198
S01571,F001211,2018/7/2,8791.5
S01572,F001212,2018/6/2,5887.4400000000005
S01573,F001213,2018/9/1,4597.88
S01574,F001214,2018/8/14,4992.39
S01575,F001215,2018/6/20,3184.74
S01576,F001216,2018/11/16,5271.42
S01577,F001217,2018/5/7,8709.1
S01578,F001218,2018/5/30,7321.269999999999
S01579,F001219,2018/6/5,4326.36
S01580,F001220,2018/5/14,7273.84
S01581,F001221,2018/11/21,10373.72
S01582,F001222,2018/9/12,5916.9
S01583,F001223,2018/5/19,9318.91
S01584,F001224,2018/11/10,4744.65
S01585,F001225,2019/1/2,2207.088
S01586,F001225,2019/2/24,6281.712000000001
S01587,F001226,2018/5/21,4976.28
S01588,F001227,2018/5/12,12467.1
S01589,F001228,2019/1/9,3617.04
S01590,F001229,2018/8/1,13855.1
S01591,F001230,2019/1/20,7973.68
S01592,F001231,2019/1/26,9287.17
S01593,F001232,2018/5/30,12679.8
S01594,F001233,2018/6/1,4538.1
S01595,F001234,2019/1/24,3759.1785
S01596,F001234,2019/2/16,7632.2715
S01597,F001235,2019/2/3,1336.68
S01598,F001235,2019/3/10,753.66
S01599,F001235,2019/5/8,753.6599999999999
S01600,F001236,2018/12/5,6361.34
S01601,F001237,2018/10/30,8480.15
S01602,F001238,2018/6/21,7992.92
S01603,F001239,2018/5/20,2856.048
S01604,F001239,2018/8/5,1283.152
S01605,F001240,2018/11/2,5513.28
S01606,F001241,2018/5/24,4679.0
S01607,F001242,2018/12/10,10839.18
S01608,F001243,2018/12/29,1564.365
S01609,F001243,2019/2/23,3650.185
S01610,F001244,2018/5/25,4282.46
S01611,F001245,2018/7/11,5527.86
S01612,F001246,2018/5/15,4786.196800000001
S01613,F001246,2018/6/6,4244.363200000001
S01614,F001247,2019/6/12,1721.3000000000002
S01615,F001248,2018/11/1,9102.33
S01616,F001249,2018/10/17,11251.45
S01617,F001250,2018/7/5,6538.08
S01618,F001251,2018/7/13,4794.66
S01619,F001252,2018/6/30,4125.66
S01620,F001253,2018/7/2,4689.58
S01621,F001254,2018/5/28,3601.5336000000007
S01622,F001254,2018/8/7,2115.1864
S01623,F001255,2018/10/10,1900.2984000000004
S01624,F001255,2018/12/4,2624.2216
S01625,F001256,2018/11/29,5679.52
S01626,F001257,2018/6/11,8526.08
S01627,F001258,2018/8/2,3625.3
S01628,F001259,2018/6/20,10714.77
S01629,F001260,2018/6/13,9847.42
S01630,F001261,2018/9/22,8443.960000000001
S01631,F001262,2019/1/15,4301.25
S01632,F001263,2018/7/5,11116.05
S01633,F001264,2018/8/1,12882.45
S01634,F001265,2019/3/9,5794.88
S01635,F001266,2018/9/26,7231.8
S01636,F001267,2018/6/12,13233.0
S01637,F001268,2019/2/2,10229.96
S01638,F001269,2018/10/17,6603.35
S01639,F001269,2018/11/27,5216.6465
S01640,F001269,2019/2/11,1386.7034999999996
S01641,F001270,2018/12/25,3930.1038
S01642,F001270,2019/2/2,2577.8569740000003
S01643,F001270,2019/4/7,770.0092260000001
S01644,F001271,2019/2/3,12334.0
S01645,F001272,2018/11/14,8090.3
S01646,F001273,2018/9/10,4796.4
S01647,F001274,2018/6/21,17392.55
S01648,F001275,2018/6/20,9116.287999999999
S01649,F001275,2018/7/30,4490.112000000001
S01650,F001276,2018/6/13,13005.74
S01651,F001277,2018/8/2,3911.05
S01652,F001278,2018/6/22,11618.25
S01653,F001279,2018/12/3,1722.4956
S01654,F001279,2019/2/4,10581.0444
S01655,F001280,2018/7/22,14550.78
S01656,F001281,2018/12/16,688.296
S01657,F001281,2019/2/16,4228.104
S01658,F001282,2018/11/27,2551.1512
S01659,F001282,2019/1/11,3671.1688
S01660,F001283,2018/7/24,6930.22
S01661,F001284,2018/7/24,4037.55
S01662,F001284,2018/9/17,5138.7
S01663,F001285,2018/6/7,7303.5
S01664,F001286,2018/12/1,12867.84
S01665,F001287,2018/6/25,3145.32
S01666,F001288,2018/6/10,6169.05
S01667,F001289,2018/8/7,568.1598
S01668,F001289,2018/9/21,1160.281122
S01669,F001289,2018/10/30,741.819078
S01670,F001290,2018/11/23,8275.32
S01671,F001291,2018/6/27,10417.11
S01672,F001292,2018/6/13,3823.18
S01673,F001293,2019/5/19,3687.68
S01674,F001294,2018/11/1,4227.6
S01675,F001295,2018/9/21,5232.99
S01676,F001296,2018/7/1,5747.0
S01677,F001297,2018/11/24,1358.8080000000002
S01678,F001297,2018/12/21,2758.7920000000004
S01679,F001298,2018/6/11,6907.73
S01680,F001299,2018/6/24,4429.0
S01681,F001300,2018/6/29,8252.720000000001
S01682,F001301,2018/6/16,12047.36
S01683,F001302,2018/7/11,5854.530000000001
S01684,F001303,2018/10/19,5920.6
S01685,F001304,2018/6/21,4763.64
S01686,F001305,2018/11/20,7881.96
S01687,F001306,2018/8/29,9913.0
S01688,F001307,2018/6/8,11220.68
S01689,F001308,2018/7/7,5927.85
S01690,F001309,2018/8/18,6430.5
S01691,F001310,2018/11/26,6755.04
S01692,F001311,2018/11/30,4953.75
S01693,F001312,2018/6/25,6594.21
S01694,F001313,2018/10/10,2509.21
S01695,F001314,2018/6/20,10558.52
S01696,F001315,2018/6/21,4915.35
S01697,F001316,2018/8/22,6117.02
S01698,F001317,2018/6/29,10309.6
S01699,F001318,2018/6/10,4595.85
S01700,F001319,2018/6/11,9191.52
S01701,F001320,2018/7/21,6722.900000000001
S01702,F001321,2018/12/18,1560.2158000000002
S01703,F001321,2019/1/26,10441.444200000002
S01704,F001322,2019/1/20,9942.45
S01705,F001323,2018/6/16,10016.02
S01706,F001324,2018/8/20,1041.249
S01707,F001324,2018/9/27,2114.0510000000004
S01708,F001325,2018/8/8,6433.215
S01709,F001325,2018/10/8,2890.285
S01710,F001326,2018/7/30,5976.339800000001
S01711,F001326,2018/9/28,2441.0402000000004
S01712,F001327,2018/6/21,5134.896000000001
S01713,F001327,2018/8/1,6275.984
S01714,F001328,2018/10/10,3727.88
S01715,F001329,2018/7/13,3659.0
S01716,F001330,2018/10/7,4371.84
S01717,F001331,2018/7/19,1082.5974
S01718,F001331,2018/8/17,3550.919472
S01719,F001331,2018/9/22,1380.913128
S01720,F001332,2018/7/25,3151.275
S01721,F001332,2018/10/5,7352.975
S01722,F001333,2019/1/30,6310.08
S01723,F001334,2018/8/1,4456.8
S01724,F001335,2018/7/1,9216.5
S01725,F001336,2018/7/5,4013.57
S01726,F001337,2018/7/13,6932.89
S01727,F001338,2018/8/3,1213.5744
S01728,F001338,2018/10/9,3842.9856
S01729,F001339,2018/6/26,1433.8863
S01730,F001339,2018/8/5,3721.9591530000007
S01731,F001339,2018/9/19,1672.1845469999998
S01732,F001340,2018/6/15,1776.42
S01733,F001340,2018/7/30,2664.63
S01734,F001341,2018/12/12,4750.41
S01735,F001342,2018/6/15,2559.6200000000003
S01736,F001343,2018/6/13,5716.65
S01737,F001344,2019/2/16,6031.08
S01738,F001345,2018/8/27,8734.11
S01739,F001346,2018/7/14,3008.1392000000005
S01740,F001346,2018/9/12,800.0752319999998
S01741,F001346,2018/11/24,681.545568
S01742,F001347,2018/9/2,15723.680000000002
S01743,F001348,2018/6/27,6725.1
S01744,F001349,2018/6/10,9162.74
S01745,F001350,2018/6/25,4463.5845
S01746,F001350,2018/9/11,2424.4311600000005
S01747,F001350,2018/10/9,942.8343399999993
S01748,F001351,2018/10/16,4606.2
S01749,F001352,2019/6/9,3363.5
S01750,F001353,2018/6/17,5247.200000000001
S01751,F001354,2018/8/10,5177.1528
S01752,F001354,2018/8/30,6077.5272
S01753,F001355,2018/12/4,1857.9264
S01754,F001355,2019/2/15,3948.0936
S01755,F001356,2018/8/17,1040.648
S01756,F001356,2018/10/21,1560.9720000000002
S01757,F001357,2018/12/20,8844.68
S01758,F001358,2018/8/17,4694.620000000001
S01759,F001359,2018/8/24,7105.660000000001
S01760,F001360,2018/7/16,11349.1
S01761,F001361,2018/6/22,9991.8
S01762,F001362,2018/12/24,10864.32
S01763,F001363,2018/6/29,12072.64
S01764,F001364,2019/1/11,5015.81
S01765,F001365,2018/7/24,1211.262
S01766,F001365,2018/9/21,2585.5785
S01767,F001365,2018/10/15,861.8594999999996
S01768,F001366,2018/6/26,5532.82
S01769,F001366,2018/9/11,2603.6800000000003
S01770,F001367,2018/10/13,4418.6
S01771,F001368,2018/7/13,5931.3
S01772,F001369,2018/8/6,7584.299999999998
S01773,F001370,2018/6/22,4183.2300000000005
S01774,F001371,2018/6/16,9006.816
S01775,F001371,2018/8/10,2540.384
S01776,F001372,2018/7/16,1636.0379999999998
S01777,F001372,2018/9/8,2519.498520000001
S01778,F001372,2018/9/28,1297.9234799999997
S01779,F001373,2018/7/5,2767.4624
S01780,F001373,2018/8/29,3646.131712
S01781,F001373,2018/10/19,2234.725888
S01782,F001374,2018/6/18,11077.5
S01783,F001375,2019/1/9,765.99
S01784,F001375,2019/2/14,1194.9444
S01785,F001375,2019/3/17,1103.0256
S01786,F001376,2018/9/18,3487.9200000000005
S01787,F001376,2018/10/23,1488.1792
S01788,F001376,2018/11/26,837.1008000000002
S01789,F001377,2018/9/9,11720.929999999998
S01790,F001378,2019/3/5,8434.140000000001
S01791,F001379,2019/2/8,8199.36
S01792,F001380,2018/10/2,9826.08
S01793,F001381,2018/7/2,8147.720000000001
S01794,F001382,2018/6/18,8070.0
S01795,F001383,2018/11/2,5688.16
S01796,F001384,2018/6/4,9664.64
S01797,F001385,2018/7/27,7714.26
S01798,F001386,2018/7/22,8513.37
S01799,F001387,2018/7/12,13887.64
S01800,F001388,2018/10/13,7160.6
S01801,F001389,2018/7/17,3351.2200000000003
S01802,F001390,2018/7/17,15056.4
S01803,F001391,2018/8/15,964.8
S01804,F001392,2018/8/12,7702.52
S01805,F001393,2018/7/18,6958.8
S01806,F001394,2018/11/30,9713.4
S01807,F001395,2018/9/11,5039.16
S01808,F001396,2018/7/20,6036.360000000001
S01809,F001397,2018/9/25,4528.8219
S01810,F001397,2018/11/12,1180.119098
S01811,F001397,2018/12/28,854.5690020000003
S01812,F001398,2019/1/6,10155.86
S01813,F001399,2018/8/16,7107.33
S01814,F001400,2018/7/16,6218.784000000001
S01815,F001400,2018/9/1,3203.615999999999
S01816,F001401,2018/7/26,9692.38
S01817,F001402,2018/11/13,5427.4
S01818,F001403,2018/7/19,8811.14
S01819,F001404,2019/1/7,4110.08
S01820,F001405,2018/8/6,7819.49
S01821,F001406,2018/7/8,3297.4
S01822,F001407,2019/6/21,3395.26
S01823,F001408,2018/9/15,3228.15
S01824,F001409,2018/7/23,3199.56
S01825,F001410,2018/7/27,7172.9800000000005
S01826,F001411,2018/9/1,9414.7
S01827,F001412,2018/10/29,7955.31
S01828,F001413,2018/7/26,3032.9639999999995
S01829,F001413,2018/9/23,4495.22028
S01830,F001413,2018/11/9,1662.6157199999998
S01831,F001414,2018/8/22,7102.860000000001
S01832,F001415,2018/9/13,6221.16
S01833,F001416,2018/7/22,12795.65
S01834,F001417,2019/3/12,8416.2
S01835,F001418,2018/11/2,4961.88
S01836,F001419,2018/10/29,10368.75
S01837,F001420,2018/7/29,2869.344
S01838,F001420,2018/9/23,6695.136
S01839,F001421,2018/11/6,7655.549999999998
S01840,F001422,2018/8/27,12190.7
S01841,F001423,2019/2/7,17158.2
S01842,F001424,2018/7/10,10017.28
S01843,F001425,2019/2/20,8947.53
S01844,F001426,2018/7/15,4583.18
S01845,F001427,2019/5/30,6590.8
S01846,F001428,2018/7/8,5120.28
S01847,F001429,2018/7/21,775.548
S01848,F001429,2018/9/22,6979.932
S01849,F001430,2018/10/28,16382.45
S01850,F001431,2018/7/30,3668.06
S01851,F001432,2018/12/2,10343.48
S01852,F001433,2018/7/20,7408.44
S01853,F001434,2018/7/25,5015.976000000001
S01854,F001434,2018/8/18,927.612
S01855,F001434,2018/9/10,927.612
S01856,F001435,2019/1/14,5880.0
S01857,F001436,2018/9/21,5185.32
S01858,F001437,2018/7/24,1891.08
S01859,F001437,2018/9/22,2349.3888
S01860,F001437,2018/10/24,1321.5311999999994
S01861,F001438,2018/11/18,4410.497
S01862,F001438,2019/1/24,2374.883
S01863,F001439,2018/9/4,9346.7
S01864,F001440,2019/4/3,4800.29
S01865,F001441,2018/7/14,13451.52
S01866,F001442,2018/7/24,7155.0
S01867,F001443,2018/9/27,4012.2108000000007
S01868,F001443,2018/11/21,894.0028679999998
S01869,F001443,2018/12/12,237.64633200000023
S01870,F001444,2018/8/13,4666.78
S01871,F001445,2018/12/17,6995.52
S01872,F001446,2018/7/8,6024.15
S01873,F001447,2018/12/3,1357.5911
S01874,F001447,2019/1/24,2817.886918
S01875,F001447,2019/4/8,1727.0919820000008
S01876,F001448,2018/8/3,15600.2
S01877,F001449,2018/7/15,2273.4
S01878,F001450,2019/1/16,579.94
S01879,F001450,2019/3/19,5219.460000000001
S01880,F001451,2018/9/4,3540.5
S01881,F001452,2019/1/30,7412.1
S01882,F001453,2018/7/20,1163.808
S01883,F001453,2018/8/29,782.3376
S01884,F001453,2018/10/14,640.0944
S01885,F001454,2018/8/31,3468.7426
S01886,F001454,2018/10/3,1218.7473999999995
S01887,F001455,2018/9/28,4603.56
S01888,F001456,2018/7/10,7097.42
S01889,F001457,2018/8/6,5397.81
S01890,F001458,2018/7/15,9479.91
S01891,F001459,2018/8/28,2022.6
S01892,F001460,2018/7/12,9297.689999999999
S01893,F001461,2019/4/15,1610.345
S01894,F001461,2019/5/17,5391.155
S01895,F001462,2018/7/28,6955.74
S01896,F001463,2019/1/12,13992.9
S01897,F001464,2018/12/24,5039.028
S01898,F001464,2019/1/20,970.67592
S01899,F001464,2019/3/1,620.5960800000003
S01900,F001465,2018/7/23,3603.48
S01901,F001466,2019/4/7,7451.8
S01902,F001467,2018/7/11,8167.74
S01903,F001468,2019/2/19,7527.5999999999985
S01904,F001469,2019/1/2,11013.62
S01905,F001470,2018/12/6,1653.029
S01906,F001470,2019/1/11,8070.6709999999985
S01907,F001471,2018/7/17,1943.81
S01908,F001472,2018/12/26,5440.51
S01909,F001473,2018/12/14,11088.3
S01910,F001474,2018/8/21,9742.2
S01911,F001475,2019/2/25,6891.27
S01912,F001476,2018/8/4,7359.52
S01913,F001477,2018/7/10,4611.49
S01914,F001478,2018/7/11,552.5279999999999
S01915,F001478,2018/8/31,982.272
S01916,F001479,2018/10/20,6205.97
S01917,F001480,2018/7/11,8804.62
S01918,F001481,2018/7/17,3401.31
S01919,F001482,2018/8/25,3937.920000000001
S01920,F001483,2018/7/22,1926.658
S01921,F001483,2018/9/12,1557.90462
S01922,F001483,2018/11/22,996.0373800000002
S01923,F001484,2018/7/6,10636.85
S01924,F001485,2018/7/29,4184.18
S01925,F001486,2018/8/28,3125.6596000000004
S01926,F001486,2018/9/24,4497.9004
S01927,F001487,2018/7/24,9005.5
S01928,F001488,2018/8/28,3129.826
S01929,F001488,2018/10/28,8048.124
S01930,F001489,2018/10/3,12486.160000000002
S01931,F001490,2019/4/18,3230.0
S01932,F001491,2018/7/21,5754.24
S01933,F001492,2018/11/29,14984.0
S01934,F001493,2018/7/19,5324.900000000001
S01935,F001494,2018/9/2,8650.53
S01936,F001495,2018/7/18,3320.724
S01937,F001495,2018/9/1,1494.3258
S01938,F001495,2018/10/8,1222.6301999999996
S01939,F001496,2018/9/1,10352.2615
S01940,F001496,2018/10/14,4228.388499999999
S01941,F001497,2018/7/9,11318.3
S01942,F001498,2019/2/6,3844.08
S01943,F001499,2018/9/10,3378.44
S01944,F001500,2018/10/7,892.7232
S01945,F001500,2018/11/28,6546.6368
S01946,F001501,2018/7/26,8686.44
S01947,F001502,2018/9/22,10154.56
S01948,F001503,2018/7/7,7261.842
S01949,F001503,2018/8/27,2551.458
S01950,F001504,2018/8/3,4476.6
S01951,F001505,2018/7/16,8691.78
S01952,F001506,2018/9/3,11783.45
S01953,F001507,2018/8/17,1296.8274
S01954,F001507,2018/10/2,2896.6408380000003
S01955,F001507,2018/11/5,1701.2017619999997
S01956,F001508,2018/7/20,8378.37
S01957,F001508,2018/9/7,7733.879999999998
S01958,F001509,2018/11/14,1648.2671999999998
S01959,F001509,2018/12/7,2945.851344
S01960,F001509,2019/2/18,1089.5614560000004
S01961,F001510,2018/7/20,10920.84
S01962,F001511,2018/7/18,2606.406
S01963,F001511,2018/8/7,2132.514
S01964,F001512,2019/3/20,7955.28
S01965,F001513,2018/10/28,10890.5
S01966,F001514,2018/10/21,5369.12
S01967,F001515,2018/8/23,2640.708
S01968,F001515,2018/9/20,3227.532
S01969,F001516,2018/8/28,6946.710000000001
S01970,F001517,2018/10/19,827.26
S01971,F001517,2019/1/2,3303.131
S01972,F001517,2019/2/15,1778.6090000000004
S01973,F001518,2019/6/3,5113.08
S01974,F001519,2018/9/21,9234.28
S01975,F001520,2018/8/29,5380.16
S01976,F001521,2019/1/10,7923.96
S01977,F001522,2018/8/30,5631.84
S01978,F001523,2018/10/17,1622.412
S01979,F001523,2018/11/14,5386.40784
S01980,F001523,2019/1/12,2534.7801600000003
S01981,F001524,2018/8/24,3860.87
S01982,F001525,2019/2/5,7121.81
S01983,F001526,2018/8/11,10671.36
S01984,F001527,2018/10/6,6426.35
S01985,F001528,2019/2/19,4785.3
S01986,F001529,2018/8/17,1350.6025
S01987,F001529,2018/11/3,2512.12065
S01988,F001529,2018/12/8,1539.68685
S01989,F001530,2018/8/16,5366.25
S01990,F001531,2018/9/16,2630.98
S01991,F001532,2018/9/22,4704.04
S01992,F001533,2018/8/31,4796.820000000001
S01993,F001534,2018/12/2,2657.9286
S01994,F001534,2019/1/31,1155.5453520000003
S01995,F001534,2019/3/11,543.786048
S01996,F001535,2018/8/16,12234.04
S01997,F001536,2018/10/12,11033.01
S01998,F001537,2019/4/29,5204.629999999999
S01999,F001538,2018/8/18,4679.7
S02000,F001539,2019/9/9,10333.0
S02001,F001540,2018/8/18,15070.65
S02002,F001541,2019/2/17,9642.72
S02003,F001542,2019/6/2,4871.4
S02004,F001543,2018/11/24,4886.820000000001
S02005,F001544,2018/8/10,4599.0
S02006,F001545,2018/8/24,14463.96
S02007,F001546,2019/4/25,7415.52
S02008,F001547,2018/8/19,3902.88
